"M16 is the U.S. military designation for a family of rifles that had a field trial in the early 1960s in what war?\n","Vietnam War","Civil War","Gulf War","Vietnam War","Korean War"
"Making sugar by evaporating cane juice was developed in about 500 BC, in what country?\n","India","China","India","Egypt","Greece"
"Man On The Moon, Amadeus and One Flew Over the Cuckoos Nest are all movies directed by him.\n","MiloÅ¡ Forman","Stanley Kubrick","MiloÅ¡ Forman","Pedro AlmodÃ³var","Martin Scorsese"
"Manfred Albrecht Freiherr von Richthofen was a German pilot and is still regarded today as the ace of aces. Which of the following pairs (nickname - nation calling him that) is wrong?\n","They are all true.","Red Battle-Flyer - the Germans","Red Devil - the French","Red Baron - the British","They are all true."
"Many sailors have seen the Flying Dutchman, a ship doomed to roam the seas forever. Where did the Flying Dutchman reportedly disappear?\n","Cape of Good Hope","Cape of Good Hope","The East Indies","The North Sea","The Atlantic Ocean"
"Many years before trivia, during the Devonian period, when trees and forests began to appear for the first time,  there were two types of fish: fish with ray fins and fish with lobe fins.  Which type were able to make their way onto the land and breath air?\n","Lobe finned fish","Neither","Both","Ray finned fish","Lobe finned fish"
"Martin Lewis Perl, Riccardo Giacconi, and Georges Charpak all received the Nobel Prize in ....?\n","Physics","Physics","Literature","Chemistry","Medicine"
"Match this definition to the word it belongs in Ambrose Bierceâ€™s book The Devils Dictionary: â€œa machine which you go into as a pig and come out of as a sausage.â€\n","Litigation","A Sausage Factory","Life","Marriage","Litigation"
"Match this definition to the word it belongs to according to Ambrose Bierceâ€™s book The Devils Dictionary: â€œThe state or condition of a community consisting of a master, a mistress and two slaves, making in all, two.â€\n","Marriage","Love","Marriage","Family","Engagement"
"Matt Groening, the creator of The Simpsons, grew up on a street named what?\n","Evergreen Terrace","Main Street","Springfield Boulevard","Simpson Street","Evergreen Terrace"
"Mayday, an emergency code word used internationally as a distress signal, derives from which language?\n","French","French","German","English","Italian"
"Measured from base to peak, what is the worlds highest mountain?\n","Mauna Kea","Chimborazo","Mauna Kea","K2","Mt. Everest"
"Michael Ballack, Franz Beckenbauer, Oliver Kahn, and JÃ¼rgen Klinsmann all played for this team.\n","Bayern Munich","Wolfsburg","Bayern Munich","Schalke 04","Bayer Leverkusen"
"Michael Jordan is often considered the best player the Chicago Bulls ever had but they did not start winning championships until they traded Charles Oakley for this other big man.\n","Bill Cartwright","Scotty Pippen","Dave Corzine","Dennis Rodman","Bill Cartwright"
"Michael Keaton, George Cloony, Christian Bale, and Val Kilmer have all played the role of a super hero. Which is the hero?\n","Batman","Batman","James Bond","Superman","Spider-Man"
"Michelangelos statue of David is housed in what city?\n","Florence","Florence","Turin","Rome","Vienna"
"Mitochondrias function in cells is to perform this.\n","To convert organic materials into energy","To control chemical reactions within the cytoplasm","To store information needed for cellular division","To convert organic materials into energy","To process proteins targeted to the plasma membrane"
"Mixing what colors will result in a brown color?\n","All of these","Red and black","All of these","Black and yellow","Black and orange"
"Moe Berg was a professional baseball player, a catcher. Which one of these statements about him is correct?\n","He was an international spy.","He  was the only catcher to catch three no hitters.","He was the last out in Don Larsens perfect game.","He was an international spy.","He was on base when Ruth hit home run number 60."
"Monticello, meaning small mountain in Italian, is the name of an estate near Charlottesville, Virginia, which belonged to which US President?\n","Thomas Jefferson","George","James Madison","Thomas Jefferson","John Adams"
"Most fairy tale characters have this color hair.\n","Blonde","Blonde","Dark","Green","Red"
"My husband came downstairs dressed for work, thus setting off my coulrophobia. What was I afraid of?\n","Clowns","Hair gel","Uniforms","Clowns","Ties"
"My source of income is from an inheritance and the Defense industry. Im worth $6.5 billion and first appeared in comic books in 1939.\n","Bruce Wayne","Bruce Wayne","Lex Luther","Tony Starks","Peter Parker"
"Nabisco makes animal crackers in a plant located in this state.\n","New Jersey","Utah","Ohio","Massachusetts","New Jersey"
"Name all the Scandinavian countries.\n","Sweden, Denmark, Norway, Iceland","Sweden, Norway, Denmark, Finland, Iceland, Lithuania","Sweden, Denmark, Norway, Finland","Sweden, Denmark, Norway, Finland, Iceland","Sweden, Denmark, Norway, Iceland"
"Name Simbas daughter who is a central character in the Disney film The Lion King II: Simbas Pride.\n","Kiara","Nala","Sarafina","Kiara","Sarabi"
"Name the 1978 thriller in which a Nazi death-camp doctor attempts to clone Adolf Hitler.\n","The Boys from Brazil","Heaven Can Wait","The Boys from Brazil","Foul Play","Every Which Way But Loose"
"Name the 1985 horror movie based on the novella Cycle of the Werewolf by Stephen King.\n","Silver Bullet","Silver Bullet","Silver Dagger","Silver Crucifix","Silver Knife"
"Name the actor who starred in the 2007 drama movie There Will Be Blood.\n","Daniel Day-Lewis","Kevin Spacey","Sean Penn","Keanu Reeves","Daniel Day-Lewis"
"Name the actors who portrayed the Brothers Grimm, Wilhelm and Jacob, in the 2005 movie of the same name.\n","Matt Damon and Heath Ledger","Jude Law and Heath Ledger","Jude Law and Jake Gyllenhaal","Matt Damon and Jake Gyllenhaal","Matt Damon and Heath Ledger"
"Name the author of The Asian Saga, a series of six epic novels centering on Europeans in Asia.\n","James Clavell","Henry James","James White","James Joyce","James Clavell"
"Name the author of the spy thrillers The Bourne Identity, The Bourne Supremacy and The Bourne Ultimatum, which were adapted into movies starring Matt Damon.\n","Robert Ludlum","Robert J. Sawyer","Robert Kerr","Robert Coover","Robert Ludlum"
"Name the cat hero described in Shirley Rousseau Murphys books?\n","Joe Grey","Nermal","Joe Grey","Midnight Louie","Pewter"
"Name the country below which is NOT located in South America.\n","Panama","Surinam","Chile","Panama","Colombia"
"Name the creator of The Prelude, who was the Poet Laureate in England from 1843 to 1850 and comprised a group known as the Lake Poets with Samuel Taylor Coleridge and Robert Southey.\n","William Wordsworth","John Donne","Lord Byron","William Wordsworth","Robert Browning"
"Name the Dynasty star featured in the December, 1983 issue of Playboy magazine.\n","Joan Collins","Heather Locklear","Joan Collins","Emma Samms","Catherine Oxenberg"
"Name the famous (infamous?) philosopher who posited the concept of The Superman(Der Ubermensch).\n","Nietzche","Marx","Kant","Hegel","Nietzche"
"Name the famous Welsh poet who wrote the poem The Boys of Summer.\n","Dylan Thomas","James Joyce","Theodore Roethke","e.e. cummings","Dylan Thomas"
"Name the first cartoon cat that was created for the screen.\n","Felix","Felix","Puddy Tat","Rumple Teaser","Katsenjammer"
"Name the first NFL team to win the Super Bowl indoors.\n","Dallas","Dallas","Tampa Bay","Miami","Pittsburgh"
"Name the first pilot to make a flight at night.\n","Emil Aubrun","Ruth Law","Emil Aubrun","Walter Brookins","Eugene Burton"
"Name the Gus Van Sant movie in which Robert Crawford, a haughty literature professor, accuses Jamal Wallace of plagiarism.\n","Finding Forrester","Good Will Hunting","Finding Forrester","Beautiful Mind","Dead Poets Society"
"Name the legislative branch of the federal government of the United States.\n","The Congress of the United States","The Senate","The Supreme Court","The Congress of the United States","The House of Representatives"
"Name the longest continuous stretch of railroad.\n","Trans-Siberian Railroad","Trans-Siberian Railroad","The Orient Express","The Canadian Pacific Railroad","The Alaska-Canadian Railroad"
"Name the odd one.\n","Vixen","Viper","Vixen","Adder","Cobra"
"Name the original drummer for the Beatles.\n","Pete Best","Pete Best","Brian Epstein","Richard Starkey","Stu Sutcliffe"
"Name the popular song from 1993 that was featured in the beginning of the movie Benny and Joon .  The video for this song also played at the end of the movie.\n","Im Gonna Be (500 miles) by the Proclaimers","Crazy by Patsy Cline","Dancing with Myself  by Billy Idol","We Are Family by Sister Sledge","Im Gonna Be (500 miles) by the Proclaimers"
"Name the Roman counterpart of the Greek god Zeus.\n","Jupiter","Neptune","Jupiter","Saturn","none of these"
"Name the stars of the classic movie Casablanca.\n","Humphrey Bogart and Ingrid Bergman","Humphrey Bogart and Ingrid Bergman","James Stewart and June Allyson","Henry Fonda and Maureen OHara","Humphrey Bogart and Lauren Bacall"
"Name the two famous streets that were the heart of the hippie movement.\n","Haight and Ashbury","Haight and Ashbury","Hollywood and Vine","Times Square and 42nd Street","Washington Square and Alphabet City"
"Name the two pets that Chandler Bing and Joey Tribbiani had when they roomed together on the Friends TV show.\n","a chicken and a duck","a chicken and a duck","a cat and a dog","a pair of gerbils","a fish and a spider"
"Name the young actor who starred in 2006s Civic Duty and whose nicknames include Superman and Dodi.\n","Khaled Abol Naga","Peter Krause","Khaled Abol Naga","Richard Schiff","Ian Tracy"
"Named after a 19th century British surgeon and anatomist, the Bowmans capsule is located in which organ/s of the human body?\n","Kidneys","Lungs","Kidneys","Pancreas","Brain"
"Napoleon Dynamite had a favorite animal that he liked to draw.  What was it?\n","a liger (tiger and lion mix)","a liger (tiger and lion mix)","a dinosaur","a dragon","a unicorn"
"Narcissus is the birth flower of this month, and its birthstone is the aquamarine.\n","March","July","March","May","October"
"Natale Cole is the daughter of Nat King Cole. Who was her famous grandfather?\n","Duke Ellington","Duke Ellington","Count Basie","Terry Coles","Roger Coles"
"Neil Armstrong was the first man to walk on the moon on July 20th, 1969. Who was the astronaut that followed him?\n","Edwin Buzz Aldrin","John Glenn","Edwin Buzz Aldrin","Charles P. Pete Conrad, Jr.","Edward Smith"
"New York Alki was a settlement which became part of which US city?\n","Seattle","Atlanta","Orono","Seattle","Savannah"
"New York City is divided into 5 boroughs. One of these is not part of NYC?\n","Yonkers","Richmond","The Bronx","Staten Island","Yonkers"
"Nicknamed Mighty Mo (or Big Mo), this Iowa-class battleship from the end of World War II was the last battleship built by the United States.\n","USS Missouri","USS Missouri","USS Illinois","USS Idaho","USS Minnesota"
"Nine years after invading Afghanistan, this country began withdrawing its troops in 1988.\n","USSR","USSR","Iran","Great Britain","Pakistan"
"Normal saline solution contains this percentage of salt (NaCl)?\n","0.9%","0.9%","9%","4.5%","1.3%"
"Norwegian inventor, Johan Vaaler was granted a patent in Germany, in 1899, for the invention of what?\n","The paperclip","The paperclip","The dry cell battery","The stapler","Carbon paper"
"Not accounting for daylight saving, what is the hour difference between Central Time Zone (CST) in America and Central European Time (CET)?\n","7 hours","7 hours","5 hours","9 hours","12 hours"
"Not surprisingly, the Devil is a major Arcana Tarot card. The image on the card depicts a Satyr standing over two naked human-like demons, who are chained together. What is the interpretation of this Tarot card?\n","Self bondage","Death","Self bondage","Marriage","Bad luck"
"Now tell your father not to teach you any more. Its best to begin reading with a fresh mind are words Miss Caroline addresses to Jean Louise, the narrator of this novel.\n","To Kill a Mockingbird","To Kill a Mockingbird","North and South","The Millstone","Jerusalem the Golden"
"Nowadays, sugar is used in science and manufacturing as what?\n","All of these","Preservative","Bulking agent","All of these","Sweetener"
"Of all the invertebrates, which has the best eyesight?\n","octopus","plankton","octopus","whale","squid"
"Of all the symphonies regularly performed, which is the longest?\n","Mahlers Symphony #3 in D minor","Stravinskys #14 in B sharp major","Hayden Symphony #78 in C major","Mahlers Symphony #3 in D minor","Beethovens #9 in G minor"
"Of the 13 zodiac constellations, which one is the only constellation not counted as an astrological sign?\n","Ophiucus","Platismouis","Ophiucus","There are only 12 zodiac constellations","Permille"
"Of the 8 major blood types, which is the most common?\n","O+","AB+","AB-","A+","O+"
"Of the following properties, which is the most expensive in the board game Monopoly (American edition)?\n","Pacific Avenue","Pacific Avenue","Kentucky Avenue","Marvin Gardens","St. James Place"
"Of the following, which is a British rock band?\n","Deep Purple","Purple Night","24 Carat Purple","Purpendicular","Deep Purple"
"Of what animal is the legendary Golden Fleece from Greek mythology?\n","Ram","Cow","Dragon","Goat","Ram"
"Of what country is the kiwi bird a national symbol?  It is also native to that country.\n","New Zealand","Australia","New Zealand","United Kingdom","Sumatra"
"Of what descent is singer and songwriter Duffy, born on 23 June 1984?\n","Welsh","Welsh","Irish","Australian","Russian"
"Of which major city was Tammany Hall the leading political power brokers?\n","New York","New York","Boston","Detroit","Chicago"
"Often referred to as Sasquatch, this unbelievable creature is said to be a large hairy humanoid living in the wild parts of North America.\n","Bigfoot","Bigfoot","Rodan","Bogeyman","Yeti"
"Oliver Queen, who is married to Black Canary, is one of the finest archers ever. Who is his alter ego?\n","Green Arrow","Green Arrow","The Archer","Green Lantern","Archer Man"
"On August 20, 1968 five members of the Warsaw Pact invaded this country to quell the new reforms put in place by this countrys new leader. In what country did Alexander Dubcek try to bring freedom of the press and rights for workers?\n","Czechoslovakia","Hungary","Ukraine","Poland","Czechoslovakia"
"On average, a 4-year-old child asks approximately this number of questions a day.\n","437","126","371","74","437"
"On average, how much water is used in the USA each day?\n","About 340 Billion Gallons","About 100 Billion Gallons","About 200 Million Gallons","About 900 Million Gallons","About 340 Billion Gallons"
"On December 3rd 1967, South African surgeon Christiaan Barnard succeeded in performing what?\n","The first human heart transplant","The first human heart transplant","The first brain operation","The first lung transplant","The first kidney transplant"
"On his third voyage to the Western hemisphere, Columbus wrote that he found where the Garden of Eden was. What do we now call the area which Columbus felt was the Garden of Eden ?\n","Venezuela","Costa Rica","Nassau","Venezuela","Haiti"
"On January 15, 1919, 21 Bostonians drowned but no water was involved.  How can this be explained?\n","They drowned in molasses","They had influenza so their lungs filled with fluids, drowning them","They drowned as actors in a play about the Titanic","They drowned in molasses","They were drowned in beer"
"On January 24, 1984, the Macintosh personal computer was introduced to the world by Apple Inc. How did the Macintosh brand get its name?\n","It was named after an apple cultivar.","The name was formed from the first letters of the Apple team members who invented it.","They named it after its creators late grandfather.","It was named after an apple cultivar.","It was named after its creator."
"On July 23, 1984, Vanessa Williams became the first Miss America to give up her crown. What was the reason for this?\n","She had nude photos in a magazine.","She had nude photos in a magazine.","She was accused of bribing the jury.","She was pregnant during the competition.","She was accused of having breast implants."
"On July 26, 1948, US President Harry S. Truman issued Executive Order 9981, which established what?\n","Equality of treatment and opportunity in the Armed Services for people of all races","The right of women to vote","The House Committee on Un-American Activities (HUAC)","Equality of treatment and opportunity in the Armed Services for people of all races","None of these"
"On March 19 2008 President Bushs approval rates  were 31% and 69%. What were his chances of winning the 2008 presidential race?\n","0%","31%","50%","0%","69%"
"On May 28, 1875, 50 students from the Vicksburg High School heard a lady in distress screaming; Help me in the name of God, the men are hurting me. Since then, hundreds of people have reported hearing the same voice. With which event is this ghostly voice associated?\n","The vanishing of  a riverboat","Indian retaliation for the desagration of an Ancient burial ground","The fall of Vicksburgh during the Civil War","The vanishing of  a riverboat","A student prank"
"On May 6, 1937 the Hindenburg exploded as it tried to dock in the Lakehurst Naval Station in New Jersey. Out of the 97 people on the Zeppelin, how many died?\n","35","35","90","96","97"
"On November 3, 1896, a British company did this for the first time.\n","Issue an auto insurance policy","Build an underground, electrically heated home","Issue an auto insurance policy","Develop vulcanized rubber","Set up the millionth telephone in Britain"
"On the 2006 album Stadium Arcadium by the Red Hot Chili Peppers, which song is about the death of  bassist Fleas dog?\n","Death of a Martian","Wet Sand","Death of a Martian","Tell Me Baby","Dani California"
"On the Canadian 2 dollar bill, what flag flies over the parliament building?\n","US flag","US flag","British Flag","UN flag","French Flag"
"On the popular TV show The Honeymooners, Ralph worked as a bus driver for this fictional company.\n","Gotham Bus Company","Cityline Bus Company","Red and Tan Bus Company","Metro Bus Company","Gotham Bus Company"
"On the show Law and Order, Detective Lenny Briscoe was a New York City policeman for over 30 years. In that time, how many times did he shoot a person?\n","0","76","0","1","13"
"On the sitcom Third Rock  from the Sun, John Lithgow plays Dick Solomon. What is his occupation on Earth?\n","Professor of Physics","Advertising writer","Professor of Anthropology","Professor of Physics","Unemployed"
"On this day in 1929, a massacre of mob members outside a warehouse on Clark Street in Chicago occurred. As people walk the street at night they claim to hear the sounds of machine guns and screams.\n","Valentines Day","Christmas Day","Thanksgiving Day","Easter Sunday","Valentines Day"
"On this TV show the lawyers shingle reads Attorney-at-Law, Ernest Frye - Where Winning Is Everything.\n","Amen","Arrest and Trial","Amen","The Antagonists","Any Day Now"
"On TV, what was the name of Sergeant Prestons horse?\n","Rex","Videl","Rex","Max","Hopper"
"On what game show did contestants receive unwanted joke prizes, called zonks?\n","Lets Make a Deal","Family Feud","Lets Make a Deal","Check-Out","The Price is Right"
"On what island does King Kong live?\n","Skull  Island","The Island of no Return","The Forbidden Island","Skull  Island","Crater Island"
"On which continent is the geographic region of Central America located?\n","North America","Central America","North America","South America","All of these"
"Once occupied by the Romans and then later the Vikings, which Yorkshire city is said to be the most haunted in Europe if not the world?\n","York","Kingston upon Hull","Ripon","Leeds","York"
"One angstrom unit equal what length in meters?\n","0.0000000001 meters","0.000001 meters","1,000,000,000 meters","0.0000000001 meters","0.001 meters"
"One of my companion animals entered the bathroom and brought about my ailurophobia. What was I afraid of?\n","Cats","Ferrets","Birds","Dogs","Cats"
"One of the first known blondes was this Greek goddess, whose hair was described by Homer as golden.\n","Aphrodite","Demeter","Aphrodite","Hera","Medusa"
"One of the following pairs (month - the gem associated with it) is wrong.\n","February - Peridot","February - Peridot","December - Turquoise","March - Aquamarine","June - Pearl"
"One of the following statements concerning black tea is wrong.\n","In Chinese, black tea is known as brown tea.","In Chinese, black tea is known as brown tea.","Its flavor is stronger than that of most other teas.","It is made from heavily oxidized leaves.","It contains more caffeine than other teas."
"One of the most important buildings in the US - the White House, was gutted in this year.\n","1814","1787","1814","1843","1912"
"One of the two species, comprising the chimpanzee genus, is the Common Chimpanzee. What is the name of the other species?\n","Bonobo chimpanzee","Kalapuor chimpanzee","Lowland chimpanzee","Bonobo chimpanzee","Highland chimpanzee"
"One of the US First Ladies was named Sarah Childress. Who was she married to?\n","James K. Polk","John Quincy Adams","John Tyler","Zachary Taylor","James K. Polk"
"One of these actors did not star in the 1971 movie A Clockwork Orange.\n","Warren Brown","Michael Bates","Patrick Magee","Warren Brown","Malcolm McDowell"
"One of these four countries does not border the Red Sea.\n","Oman","Jordan","Egypt","Oman","Sudan"
"One of these French Kings was not a founder of a royal dynasty.  Which one?\n","Louis XIII the Well-Beloved","Hugh Capet","Philip VI the Fortunate","Louis XIII the Well-Beloved","Charles the Bald"
"One of these statements about the enigmatic number 23 is wrong.\n","All statements are in fact true.","Each parent contributes 23 chromosomes to the DNA of a child.","Julius Caesar was stabbed 23 times when he was assassinated.","All statements are in fact true.","The Knights Templar had 23 Grand Masters, the last being Jacques de Molay."
"Opel first showed cars of their own design in 1902 at this motor show in Germany.\n","Hamburg Motor Show","Hamburg Motor Show","Internationale Automobil-Ausstellung, Frankfurt","Hanover Motor Show","Auto Mobil International, Leipzig"
"Orange and this color are the colors of  the holiday Halloween.\n","Black","White","Purple","Red","Black"
"Orange Pekoe is a type of what?\n","Tea","Tropical Fish","Gemstone","Tea","Wildflower"
"Organic chemistry is the scientific study of the organic compounds that by definition contain which element?\n","Carbon","Nitrogen","Carbon","Hydrogen","Oxygen"
"Originally entitled Desert Song and released in 1972 by the band America, this song was banned in Kansas City for its supposed drug references.\n","A Horse with No Name","Im Waiting for the Man","A Horse with No Name","Puff the Magic Dragon","Heart of Gold"
"Otto Lilienthal, the first person to make repeated successful gliding flights, died after an airplane accident on 10 August 1896. What were the last words he uttered moments before he passed away?\n","Sacrifices must be made","Sacrifices must be made","I am not dying in vain, I am dying in the name of progress","It was all worth it","I gave all I had"
"Over any given 400-year cycle the 13th day of the month occurs 4800 times. The 13th most often falls on this day of the week.\n","Friday","Sunday","Monday","Wednesday","Friday"
"Over the course of the complete works of William Shakespeare, the bard uses this many different words.\n","29,066","29,066","101,009","3030","15,400"
"Over the years we have become accustomed to hearing the train whistle. Who invented the train whistle?\n","George Washington Whistler","Thomas Jefferson","Edward Land","Thomas Alva Edison","George Washington Whistler"
"Paul Ehrlich, Otto Diels, and Hans Fischer are known as what?\n","German chemists","German physicists","Austrian biologists","German biologists","German chemists"
"Paul Erdos (pronounced Irr-dish) was a Hungarian mathematician with a very peculiar trait. What is it?\n","He has said that he prefers mathematics to sex.","He memorized all the prime numbers from 2 through 5,986,771,223","He has said that he prefers mathematics to sex.","He is the only mathematician to have won an Oscar.","He is a self-taught mathematician - he wrote his Doctor thesis without ever taking a course in any college."
"Pax Romana,  the long period of relative peace experienced by states within the Roman Empire took place between these years.\n","27BC - 180","27BC - 180","33 - 180","180 - 436","145 - 254"
"Peladophobia is the fear of this type of people.\n","balding people","balding people","sexual predators","gang members","trash collectors"
"People fear Friday for many reasons. For example, Jesus Christ was crucified on Friday, the Great Flood began on Friday and Adam and Eve were banned from the Garden of Eden on Friday. Do you know what type of day Friday was in the pagan Roman empire?\n","Execution day","Parade day","Tax day","Execution day","Day for prayers"
"People suffering from graphophobia are afraid of what?\n","Writing","Hair","Speaking","Animals","Writing"
"People suffering from pediophobia would be afraid of which of the following?\n","Cabbage patch kids","Pregnant mothers","Foot doctors","Bicycles","Cabbage patch kids"
"Periander of Corinth, Pittacus of Mitylene and Thales of Miletus have something in common. What is it?\n","They are three of the Seven Sages of Greece.","They are three of the most famous Greek characters.","They are three of the Seven mathematicians of Greece.","They are the Three princes of Greece.","They are three of the Seven Sages of Greece."
"Perry Mason won his cases. Week after week this D.A. lost to Perry on the TV show.\n","Hamilton Burger","Billy Flynn","Richard Brooks","Ted Buckland","Hamilton Burger"
"Philip Bailey, Ronnie Laws, and Maurice White were members of what musical group?\n","Earth, Wind, and Fire","Earth, Wind, and Fire","The Temptations","The Doobees","INXS"
"Pi Day, the day which honors the mathematical constant Ï€ (Pi), is celebrated on which date?\n","March 14","August 25","March 14","February 25","January 14"
"Pigs are known for their ability to smell what food really well?\n","Truffles","Potatoes","Peanuts","Truffles","Carrots"
"Pink is the color of what ribbon?\n","Breast Cancer Awareness ribbon","AIDS Awareness ribbon","Ovarian Cancer Awareness ribbon","Breast Cancer Awareness ribbon","Tuberculosis Awareness ribbon"
"Plato won it twice.  Aristotle, Socrates and Alexander the Great are all said to have been keen observers of it.  Dioxippus was probably the most famous winner of it.  What does this question refer to?\n","A martial art championship","A martial art championship","A literary award","A poetry contest","A debate championship"
"Political leaders all too often engage in misguided undertakings in the hope of recapturing popular support. Not infrequently this backfires and popularity ratings tumble. This is a simple example of which of the following laws?\n","The law of unintended consequences","The law of divine retribution","The law of unintended consequences","The law of illogical reasoning","The law of just desserts"
"Potassium iodide, sodium iodide, or sodium iodate are added to table salt in order to prevent iodine deficiency. What health problems does iodine deficiency cause?\n","Thyroid gland disorders","Skin and bone disorders","Adrenal gland malfunction","Thyroid gland disorders","Cardiovascular problems"
"Potophobia is the abnormal fear of what?\n","alcohol","potatoes","alcohol","ibuprofen","church"
"Prior to his rise to power in Spain, what was Francos job?\n","He was in charge of Spains military bases in Morocco","He was an Associate Professor at Spains College for Infantry Officers","He was in charge of Spains military bases in Morocco","He was in charge of the last Cavalry division in the history of the Spanish Army","He was in charge of the Quartermaster Corps of the Spanish Army"
"Professor Sir Alec John Jeffreys, who was awarded the Albert Einstein World Award of Science in 1996, is famous for developing what?\n","Techniques for DNA fingerprinting and DNA profiling","Face-recognition software","Techniques for DNA fingerprinting and DNA profiling","The scientific study of fingerprints","The polygraph"
"Purple Haze is a song by what famous musician?\n","Jimi Hendrix","John Lennon","Jim Morrison","Janis Joplin","Jimi Hendrix"
"Purple is the official color of what Hawaiian Island?\n","Kauai","Hawaii","Lanai","Kauai","Maui"
"Queen Elizabeth II was coronated Queen in 1953. Whom did she directly succeed?\n","George VI","George VI","Edward VIII","George V","Elizabeth Bowes-Lyon"
"R2D2 and C3PO are part of what saga?\n","Star Wars","None of these","Star Wars","Blade Runner","Star Trek"
"Red fescue is a type of what?\n","Grass","Snake","Tree","Grass","Kangaroo"
"Red is the color of all these except one.\n","Sadness","Danger","Warmth","Passion","Sadness"
"Red Lobster is a U.S. chain of seafood restaurants. Its original name was this.\n","Harbor for Seafood Lovers","Harbor for Seafood Lovers","Lobster Lovers","Lobster Barbecue","Red Harbor"
"Red River College (RRC) is a large and very comprehensive institute of applied learning, located in this city.\n","Winnipeg","Ottawa","Toronto","Vancouver","Winnipeg"
"Regardless of its size, approximately this much of an iceberg is visible above the waterline.\n","1/9","3/4","1/3","1/9","1/25"
"Relying on a hand crank for power, this gun is considered the first machine gun since it could fire continuously.\n","Gatling gun","Maxim gun","Carronade","Gatling gun","Howitzer"
"RenÃ© ThÃ©ophile Hyacinthe LaÃ«nnec (1781-1826) invented this important item, still in use today.\n","The stethoscope","The dental drill","The safety pin","The stethoscope","The chalkboard"
"Rene Descartes, who is given credit for the invention of analytic geometry in 1637, may have been preceded in this regard by which French mathematician?\n","Fermat","Fourier","Fermat","LaPLace","LaGrange"
"Researchers in England found this to be true of  blond cashiers in supermarkets.\n","Gather greater queues","Have frequent technical issues with the registers","Gather greater queues","Receive more tips from customers","Have higher chances of not balancing the register at the end of the day"
"Retsina, sometimes referred to as the wine of the Gods, is produced in which country?\n","Greece","Germany","France","Greece","Italy"
"Rhode Island, the smallest US State, also has the shortest state motto. What is this one-word motto?\n","Hope","Union","Freedom","Courage","Hope"
"Richard Steven Valenzuela, Jiles Perry Richardson, and Charles Hardin Holley are all better known by different professional names. What else do they have in common?\n","They died together in a plane crash.","They were all, at different times, married to the same woman.","They died together in a plane crash.","They have all won Academy Awards.","They are all best-selling novelists."
"Robert De Niro won his first Academy Award for the portrayal of this former boxing champion.\n","Jake LaMotta","Jake LaMotta","James Braddock","Marcel Cerdan","Nino Benvenuti"
"Robert Todd Lincoln Beckwith was the last of the Lincoln line. When did he die?\n","1985","1898","1927","1956","1985"
"Robin Williams starred in Mrs. Doubtfire. Another great actor, Dustin Hoffman starred in Tootsie. Both characters pretended to be this.\n","Women","Women","Dead","Insane","Bed-ridden and sick"
"Ross Rebagliati, Karine Ruby, Gian Simmen, Nicola Thost, Anton Pogue, Stacia Hookman, Steve Persons, and Sabrina Sadeghi are prominent names in this  sport.\n","Snowboarding","Snowboarding","Skiing","Figure skating","Team handball"
"Rudolph Abel, considered the greatest Russian spy, was caught in the USA and arrested. What event led to his capture?\n","Somebody picked up a nickel","Another spy confessed and gave his name","He was caught  speeding","He two-timed his mistress","Somebody picked up a nickel"
"Rudolph Walter Wanderone Jr. was a famous player in what sport?\n","pool","thoroughbred racing","professional wrestling","pool","football"
"Rumpole from the fabulous British TV series Rumpole of the Bailey likes his job defending people in court and does not want to be a judge. What is Rumpoles first name?\n","Horace","Horace","Leo","Maurice","Lionel"
"Said to be the first of the Film Noir genre, The Maltese Falcon starred Humphrey Bogart as the one and only Sam Spade.  How many appearances did Bogart make as this character?\n","1","3","6","1","4"
"Samhainophobia is the fear of this holiday.\n","Halloween","Valentines Day","Halloween","St. Patricks Day","Christmas"
"San Marino, Denmark and Norway are among the countries with most _____  per capita.\n","Personal computers","Personal computers","Television sets","Credit cards","Cell phones"
"Sancho Panza was the squire to and the best friend of Don Quixote. What does panzaâ€ mean in Spanish?\n","Belly","Fool","Belly","Jester","Compatriot"
"Sangria is a drink, traditionally served at Mexican weddings. Sangria contains all these ingredients, except one.\n","Tequila","Fruit juice","Tequila","Brandy","Wine"
"Sapphire is usually associated with this month.\n","September","November","December","October","September"
"Sarah Brightman, who became the first artist to hold #1 spots on the Billboard Classical and Dance charts simultaneously, has what type of singing voice?\n","Soprano","Alto","Soprano","Contralto","Mezzo Soprano"
"Sarah Jessica Parkers popular character Carrie Bradshaw writes a weekly column called Sex and the City for this newspaper.\n","The New York Star","The New York Glamour","The New York Fashionista","The New York Observer","The New York Star"
"Scientists have proved that one of the health dangers, which ingesting sugar on a habitual basis involves, is the suppression of the activity of which system of the human body?\n","Immune system","Sensory system","Immune system","Reproductive system","Cardiovascular system"
"Sean Connery, George Lazenby, Roger Moore, Timothy Dalton and Pierce Brosnan have all played the role of a fictional British spy. Who was that character?\n","James Bond","James Bond","Johnny English","Jim Malone","Eliot Ness"
"Selachophobia is the fear of this sea creature.\n","shark","octopus","fish","shark","crab"
"Select the year in which these vents took place: Petroleum production began in the Middle East, the Cubs beat the Tigers in the World Series, and the Montreal Wanderers won the Stanley Cup.\n","1908","1924","1916","1932","1908"
